artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Toploader,Onka's Big Moka,Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,0.632,0.856,10,-3.463,1,0.0348,0.0,0.347,0.867,119.397,232693,4
The Foundations,The Foundations,Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,0.659,0.513,0,-7.186,1,0.0293,0.0,0.283,0.855,133.609,177533,4
Supergrass,I Should Coco,Alright,5xC8uOesnn0udeXAYlAnoY,0.467,0.958,4,-4.808,0,0.0775,0.199,0.299,0.701,145.92,180880,4
Stevie Wonder,For Once In My Life,For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,1,0.043,0.0,0.523,0.847,110.121,169800,4
Chaka Khan,Chaka,I'm Every Woman,1oFiPGBafH9Woo9AMwgBSl,0.603,0.886,0,-7.301,0,0.0465,0.000171,0.295,0.727,114.045,249600,4
Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],Home - 2019 - Remaster,7KWGfnsUU4Ri46TIvjpAPx,0.53,0.634,2,-5.759,1,0.0311,0.000622,0.0979,0.106,111.615,306373,4
Jack Johnson,In Between Dreams,Better Together,4VywXu6umkIQ2OS0m1I79y,0.868,0.347,5,-9.529,1,0.0536,2e-05,0.11,0.659,110.059,207680,4
Looking Glass,Looking Glass,Brandy (You're a Fine Girl),2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,1,-11.369,0,0.0601,1.97e-05,0.134,0.826,125.276,186827,4
The Lovin' Spoonful,Do you Believe In Magic,Do You Believe in Magic?,1udKn1oNKYQSQ9OmiIWCMu,0.553,0.738,0,-7.963,1,0.0457,0.0,0.339,0.759,138.602,125827,4
"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,2grjqo0Frpf2okIBiifQKs,0.697,0.832,9,-7.264,1,0.0298,0.00131,0.269,0.979,125.926,215093,4
Steely Dan,Can't Buy A Thrill,Reelin' In The Years,1x1XQqhBViz4opcpwc7FVs,0.494,0.54,2,-17.34,1,0.0348,0.0,0.0878,0.723,134.976,277468,4
Stevie Wonder,Songs In The Key Of Life,Sir Duke,4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,6,-9.766,1,0.0672,0.0,0.0792,0.952,106.938,232760,4
Natalie Cole,Inseparable,This Will Be (An Everlasting Love),0PDCewmZCp0P5s00bptcdd,0.685,0.623,8,-11.146,1,0.042,0.00234,0.0295,0.896,126.739,171960,4
Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,27L8sESb3KR79asDUBu8nW,0.774,0.75,11,-4.927,0,0.0412,1.78e-05,0.0808,0.927,118.015,197987,4
Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,3.23e-06,0.109,0.417,138.015,242373,4
Matt and Kim,Grand,Daylight,57i3M29DWoo7RDk0Tf0LZG,0.57,0.798,9,-4.92,1,0.0323,0.000128,0.178,0.671,103.303,171333,4
Leo Sayer,Endless Flight,You Make Me Feel Like Dancing - Remastered,6gTrbqZnyljwXdYQTyBkSx,0.728,0.718,8,-5.281,0,0.0501,0.0,0.0579,0.733,95.922,219467,4
The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.00248,0.179,0.394,129.171,185733,4
Blondie,Parallel Lines,Heart Of Glass,4v2rkl1mC3zVAz0nXMx9r4,0.77,0.654,4,-6.108,1,0.0361,0.00047,0.0819,0.685,114.82,229423,4
Rick Springfield,The Best Of Rick Springfield,Jessie's Girl,0TF3F5Lw5apoD1zvR8LikO,0.687,0.704,2,-7.923,1,0.0423,0.0,0.0924,0.843,131.704,192867,4
Stevie Wonder,"Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,0.675,0.597,5,-11.329,1,0.0337,0.0,0.0986,0.828,108.875,161160,4
Elton John,Too Low For Zero,I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,6,-6.863,1,0.179,0.121,0.14,0.772,176.808,183440,4
Dexys Midnight Runners,Too Rye Ay,Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,3.02e-06,0.259,0.782,106.61,287307,4
The Beach Boys,Good Vibrations 40th Anniversary,Good Vibrations - Remastered 2001,2oF7FZHIJbzjeEXZ3D0Ku4,0.403,0.495,10,-6.888,0,0.0312,8.03e-06,0.147,0.38,132.912,217747,4
Billy Joel,An Innocent Man,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,4,-2.986,1,0.0455,0.0,0.601,0.792,128.993,197707,4
The Beatles,1 (Remastered),I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,1,0.0476,0.0,0.311,0.866,130.726,145747,4
Frankie Valli & The Four Seasons,The Very Best of Frankie Valli & The 4 Seasons,"December, 1963 (Oh What a Night!)",7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,1,-9.568,1,0.0253,5.46e-06,0.0414,0.964,104.413,201093,4
The O'Jays,Back Stabbers,Love Train,28285KFbyCq8sJofn58qlD,0.743,0.572,0,-9.627,1,0.0493,1.44e-05,0.163,0.675,122.658,178400,4
Elton John,Madman Across The Water,Tiny Dancer,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.000243,0.148,0.282,145.075,377093,4
Marvin Gaye,United,Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,7,-10.87,1,0.032,0.0,0.184,0.8,129.991,151667,4
The Beach Boys,The Beach Boys Love Songs,Wouldn't It Be Nice - Remastered 1999,0cx32rX0uZvcJUP92Wkj2y,0.429,0.543,5,-9.139,1,0.0347,2.54e-05,0.125,0.693,122.619,145107,4
The Jackson 5,ABC,ABC,6D8kc7RO0rqBLSo2YPflJ5,0.572,0.786,8,-8.469,1,0.0642,0.00093,0.11,0.952,188.115,174867,4
Eagles,Eagles (2013 Remaster),Peaceful Easy Feeling - 2013 Remaster,40h65HAR8COEoqkMwUUQHu,0.568,0.634,4,-12.336,1,0.0282,0.00281,0.252,0.866,142.686,257963,4
Queen,Queen 40 Limited Edition Collector's Box Set,You're My Best Friend - Remastered 2011,4vEXJ6NvEwS8ptynkNswaa,0.518,0.761,0,-7.025,1,0.0452,0.00765,0.0715,0.576,118.738,170800,4
Orleans,Waking & Dreaming,Still the One,2dtK02TSAuTvVYU2wGAVG0,0.565,0.615,4,-10.793,1,0.0384,1.93e-06,0.16,0.591,143.928,234040,4
Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,58E1XVmZTODC67YNjneuXM,0.542,0.45,7,-9.931,0,0.0361,6.43e-06,0.579,0.626,144.437,153840,4
Elton John,Rock Of The Westies,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,5,-8.824,1,0.0344,2.87e-06,0.0604,0.777,131.459,275440,4
Train,Drops Of Jupiter,Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,0,-5.862,1,0.0276,0.0,0.154,0.497,79.064,259933,4
Electric Light Orchestra,Out of the Blue,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,1,0.0329,3.73e-06,0.248,0.478,177.765,303373,4
Sheryl Crow,C'Mon C'Mon,Soak Up The Sun,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,4,-4.985,1,0.0427,0.0,0.136,0.713,119.996,292307,4
UB40,The Very Best Of,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,1.32e-05,0.269,0.843,89.119,183733,4
Rod Stewart,Blondes Have More Fun,Da Ya Think I'm Sexy?,4z7maGZkAonDlXlwo8q69f,0.715,0.689,2,-8.065,0,0.029,0.000192,0.111,0.852,111.504,331333,4
Billy Joel,52nd Street,My Life,4ZoBC5MhSEzuknIgAkBaoT,0.741,0.647,2,-12.878,1,0.0427,0.00139,0.0555,0.804,131.097,284000,4
Bob Marley & The Wailers,Exodus,Three Little Birds,75FYqcxt1YEAtqDLrOeIJn,0.826,0.49,9,-10.477,1,0.0676,4.41e-06,0.0415,0.627,74.126,180267,4
Four Tops,The Definitive Collection,"I Can't Help Myself (Sugar Pie, Honey Bunch)",3aSWQJcWnnqgwYbAgidvlV,0.686,0.714,0,-4.809,1,0.0287,0.0,0.0592,0.964,126.736,163680,4
Tal Bachman,Tal Bachman,She's so High,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,9,-4.626,1,0.0363,2.15e-06,0.0998,0.211,124.269,224693,4
Stevie Nicks,Crystal Visions...The Very Best of Stevie Nicks,Edge of Seventeen,2id8E4WvczfKHB4LHI7Np3,0.59,0.828,0,-6.28,1,0.0439,5.57e-06,0.0868,0.636,111.353,329680,4
Hootie & The Blowfish,Cracked Rear View,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6,-5.861,1,0.0355,5.19e-06,0.118,0.513,103.272,229587,4
Paul McCartney,Ram (Archive Collection),Another Day - 2012 Remaster,6qYmf2NjhDfsF7x5U5DUOf,0.701,0.335,7,-13.534,1,0.034,0.00845,0.0872,0.824,122.239,222533,3
Elton John,Honky Chateau,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,6.25e-06,0.0925,0.341,136.571,281613,4
