artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0,0.104,0.877,151.891,177667,4
SG Lewis,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),3e4QIt4wVVqsCqMqKxOrZd,0.539,0.835,10,-4.118,0,0.259,0,0.344,0.771,98.898,227436,4
LP Giobbi,Can’t Let You Go,Can’t Let You Go,3Mi8teeczekyPhn5lgW8li,0.715,0.649,11,-8.596,1,0.0664,0.174,0.282,0.737,107.971,173000,4
RAYE,My 21st Century Blues,Worth It.,7JgNAnCjJvL8hBR1kmCOFF,0.736,0.483,8,-7.85,1,0.0682,1.39e-05,0.351,0.606,109.932,246813,4
Lizzo,Special,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0,0.0817,0.915,155.932,187108,4
Lil Yachty,Let’s Start Here.,drive ME crazy!,6luBKkFUt5wTwz7hpLhp12,0.492,0.807,10,-3.677,0,0.0854,0.00275,0.384,0.477,107.087,229805,4
SPINALL,TOP BOY,Just to Be feat. Jess of VanJess,4RCK3zOstkhoCcL3iV0it3,0.751,0.353,11,-15.876,0,0.0798,0.0278,0.159,0.765,113.129,204425,4
Jessie Ware,Pearls,Pearls,6PUo33nojdU5hWhMR0zRuf,0.636,0.832,9,-5.049,0,0.126,0.00207,0.205,0.748,122.997,243107,4
Janelle Monáe,Float (feat. Seun Kuti & Egypt 80),Float (feat. Seun Kuti & Egypt 80),2JIY6nN5kkkfNz0TckPqYu,0.783,0.504,5,-5.349,0,0.124,0,0.854,0.334,126.009,242150,4
Nicky Youre,Sunroof,Sunroof,4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0,0.15,0.842,131.443,163026,4
Latto,Big Energy (feat. DJ Khaled) [Remix],Big Energy (feat. DJ Khaled) - Remix,4nmD4awtUUCC4AGETpUiuP,0.867,0.771,11,-3.688,0,0.0939,0,0.133,0.715,106.021,181666,4
Sabrina Carpenter,emails i can't send,Nonsense,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0,0.224,0.732,138.992,163648,4
Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,We Might Even Be Falling In Love (Duet) - Spotify Singles,0wOtc2nY3NOohp4xSwOyTN,0.731,0.423,6,-10.147,1,0.0784,0.000413,0.129,0.78,76.964,90111,4
Thunderstorm Artis,Surprise,Surprise,23yqxyylT3ksA2rLjk3SPC,0.567,0.752,8,-7.512,1,0.0354,7.39e-06,0.126,0.416,134.847,207490,4
Maluma,La Fórmula,La Fórmula,5Fh9fyHRnSwKLo4asG6fEX,0.574,0.925,8,-3.729,0,0.0648,0,0.259,0.905,95.738,267017,4
De La Soul,The Magic Number,The Magic Number,2lPrtCVXwPvlOM96nrXO5c,0.779,0.66,0,-8.293,1,0.259,8.72e-06,0.136,0.716,120.637,196520,4
Whitney Houston,"I Wanna Dance With Somebody (The Movie: Whitney New, Classic and Reimagined)",I'm Every Woman,6qEdb6QJrDTtbCGaSEyVYW,0.726,0.715,5,-7.073,0,0.0622,0.00132,0.093,0.571,119.496,244122,4
Pharrell Williams,Down In Atlanta,Down In Atlanta,5unjCay0kUjuej5ebn4nS4,0.851,0.819,7,-5.173,1,0.212,0.000153,0.0658,0.903,83.154,164041,3
Ted Fresco,I'm in Love,I'm in Love,2k2AJgV5PAA4pIl9jdJxqz,0.728,0.756,10,-5.351,1,0.0309,0.00256,0.147,0.722,139.335,196344,4
Ayra Starr,Rush,Rush,1rrqJ9QkOBYJlsZgqqwxgB,0.792,0.503,1,-8.044,1,0.0626,0.00057,0.0959,0.381,99.97,185093,4
Jungle,GOOD TIMES / PROBLEMZ,GOOD TIMES,6I6QkE2UVSj9YX48oRrD6e,0.629,0.947,11,-4.414,0,0.0592,0.0262,0.328,0.659,133.007,181312,4
Stephen Dawes,Teenage Dream,Teenage Dream,3GWaFFi6TlPcZLYmCCHZ9O,0.622,0.375,10,-9.069,1,0.0279,0,0.0812,0.221,111.968,178000,4
Oxlade,KU LO SA (with Camila Cabello),KU LO SA (with Camila Cabello),0HihDC6qQ8MChAhjfW3gMU,0.585,0.641,10,-5.053,0,0.085,0,0.2,0.828,93.058,148800,4
AJR,OK ORCHESTRA,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv,0.68,0.696,5,-6.977,1,0.051,0,0.607,0.684,115.962,180743,4
Hailee Steinfeld,Coast,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,7.32e-06,0.137,0.84,111.976,166720,4
Harry Styles,Fine Line,Treat People With Kindness,03mMSLEJCPoGJwQhHpN5y0,0.653,0.869,5,-3.725,1,0.0382,2.2e-05,0.046,0.697,122.017,197347,4
Christian French,Meet Me At Our Spot,Meet Me At Our Spot,2ochlNu8xd3kD6ac1Ek4iO,0.6,0.667,5,-6.452,1,0.0319,0.00067,0.148,0.722,77.983,137509,4
Steve Lacy,Sunshine (feat. Fousheé),Sunshine (feat. Fousheé),0mRbKcvmbbUtfFyfeFHCJa,0.695,0.69,1,-5.805,0,0.0233,0.697,0.113,0.741,92.977,293427,4
OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4
Flo Rida,High Heels,High Heels,7HH2qGXywdgAn5b2WHnkQq,0.794,0.64,1,-5.745,1,0.0306,0,0.0812,0.851,110.058,155033,4
Remi Wolf,Live at Electric Lady,Pink + White - Live at Electric Lady,2FmADxrIphJZSrHzwYkUcR,0.498,0.468,9,-6.17,1,0.0502,0,0.103,0.55,148.266,233407,3
Sofi Tukker,WET TENNIS,Summer In New York,5kyJ6sznnWACqHbw65p34Q,0.706,0.77,10,-6.224,0,0.0653,1.84e-05,0.209,0.967,117.075,158549,4
John Legend,LEGEND,Wonder Woman,3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0,0.121,0.336,147.915,168562,4
Glass Animals,Heat Waves,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4
Bee Gees,More Than A Woman (SG's Paradise Edit),More Than A Woman - SG's Paradise Edit,0L3XCv9i9IHs8cJEVhsJ3J,0.679,0.762,10,-4.253,0,0.0316,0.23,0.0446,0.511,105.407,357936,4
Tyga,Sunshine,Sunshine,54NBD72JXFXzrodbQBSzWh,0.746,0.647,7,-6.673,1,0.106,0,0.052,0.393,97.989,188964,4
Smith & Thell,I Wanna Dance With Somebody (Who Loves Me),I Wanna Dance With Somebody - Who Loves Me,0cgFnx6yIVv3RrqXlZTiGZ,0.593,0.787,2,-6.429,1,0.0327,0,0.194,0.507,125.957,203538,4
Tai Verdes,sheluvme,sheluvme,64Ds8EuwkeGSOeXDzXLRZz,0.543,0.677,8,-5.203,1,0.284,1.19e-05,0.239,0.712,82.36,150840,4
Harry Styles,As It Was,As It Was,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.00101,0.311,0.662,173.93,167303,4
AnnenMayKantereit,Tom's Diner,Tom's Diner,0oA9wBGDY4uyILLg4GymWP,0.68,0.428,6,-8.107,0,0.135,0.000344,0.355,0.334,98.222,269333,4
ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),3vkQ5DAB1qQMYO4Mr9zJN6,0.749,0.491,10,-9.655,1,0.0403,0.00899,0.159,0.536,119.528,292613,4
anees,sun and moon,sun and moon,769Ld8demNhMgVLAQcjTDn,0.815,0.442,6,-7.462,0,0.107,0,0.101,0.706,90.019,151508,4
OneRepublic,Sunshine,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0,0.28,0.774,140.069,163855,4
JVKE,this is what ____ feels like (Vol. 1-4),this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,0.422,0.44,11,-5.53,1,0.0544,0,0.0837,0.332,128.934,120308,5
Surfaces,Pacifico,Come With Me,16frIpnyUb9poRwQxQTmaC,0.876,0.565,11,-6.569,0,0.0333,0.0284,0.114,0.931,111.936,209732,4
bbno$,edamame (feat. Rich Brian),edamame (feat. Rich Brian),1uMHCAyGmHqyygoNRuo7MV,0.815,0.848,4,-4.704,0,0.115,0.000162,0.0265,0.684,106.032,133707,4
Breakbot,By Your Side,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,2,-3.755,0,0.0668,5.83e-06,0.122,0.758,118.05,215507,4
