artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Commodores,Commodores,Easy,1JQ6Xm1JrvHfvAqhl5pwaA,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,256427,4
Natalie Cole,Natalie Cole Anthology,This Will Be (An Everlasting Love) - 2003 Remaster,241RmK77gecJ1y7jOoQ5lu,0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,171360,4
John Legend,Once Again,Save Room,3sTc75CCyIw4FPs6cXkOe7,0.69,0.572,7,-6.131,1,0.0264,0.0451,0,0.0969,0.375,111.92,235667,4
Al Green,Gets Next to You,Tired of Being Alone,10vkYRKw6Jjr7try1ir50G,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,172320,4
Khruangbin,Texas Moon,B-Side,2DccHqTquzubziHAPZRdct,0.732,0.734,7,-10.574,1,0.0541,0.0777,0.172,0.327,0.687,104.764,274391,4
Marvin Gaye,Every Great Motown Hit Of Marvin Gaye,Got To Give It Up - Pt. 1,7ohR0qPH6f2Vuj2pUNanJG,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,255133,4
Ben E. King,Don't Play That Song (Mono),Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4
Stevie Wonder,"Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,0.675,0.597,5,-11.329,1,0.0337,0.0534,0,0.0986,0.828,108.875,161160,4
The Ronettes,Be My Baby: The Very Best of The Ronettes,Be My Baby,2G2YzndIA6jeWFPBXhUjh5,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657,160907,4
Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756,4
The Foundations,From the Foundations (Expanded Edition),Build Me Up Buttercup,4eGlvsFXmFqdJrVXe9FbgD,0.564,0.555,0,-9.07,1,0.0293,0.242,0,0.244,0.882,67.082,177520,4
Chaka Khan,"Epiphany: The Best of Chaka Khan, Vol. 1",Ain't Nobody,2NVpYQqdraEcQwqT7GhUkh,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,280853,4
Sharon Jones & The Dap-Kings,Naturally,How Long Do I Have to Wait for You?,2ffGZTdlRN0lNxA4LOYyTs,0.673,0.909,10,-3.369,0,0.0464,0.471,0.013,0.105,0.969,103.941,243760,4
Sam Cooke,A Cupid's Valentine,You Send Me,24lvdbt9pS7DFEjhEWSl49,0.558,0.311,4,-9.582,0,0.0288,0.887,0,0.118,0.415,95.978,163480,4
Stevie Wonder,For Once In My Life,For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,169800,4
Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,Try a Little Tenderness,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,201733,4
Bill Withers,Lean on Me: The Best of Bill Withers,Use Me,2WVz9Mtp3E8HCblGiu3nCv,0.748,0.638,11,-12.028,0,0.0537,0.0474,0.0014,0.0751,0.961,154.709,228507,4
Funkadelic,Maggot Brain,Can You Get To That,5lc9L9FeLBwlJPgEbq9uEw,0.681,0.897,8,-5.44,1,0.0874,0.672,0,0.1,0.852,140.803,169856,4
Nina Simone,I Put A Spell On You,Feeling Good,6Rqn2GFlmvmV4w9Ala0I1e,0.399,0.326,7,-9.239,0,0.0386,0.864,0,0.191,0.546,79.206,174000,4
Marvin Gaye,In The Groove,I Heard It Through The Grapevine,1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,194293,4
Sly & The Family Stone,Fresh,If You Want Me to Stay,2BydLQAh7CUIFvSEqAMc4x,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,180493,4
The O'Jays,Back Stabbers,Love Train,28285KFbyCq8sJofn58qlD,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4
Sam Cooke,The Man Who Invented Soul,Bring It On Home to Me,0WVTQp3SOCuMr08jh1jweV,0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863,162533,4
Aretha Franklin,Aretha Now,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,216773,4
The Jackson 5,Anthology: Jackson 5,ABC,01gwPP2h3ajRnqiIphUtR7,0.725,0.804,8,-7.84,1,0.0393,0.426,0.000504,0.108,0.961,93.668,177427,4
CHIC,Risqué (2018 Remaster),Good Times - 2018 Remaster,2wYKNcoqKW4IEcllj42xz1,0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664,486187,4
The Spinners,The Best Of The Spinners,It's A Shame,6cpNEgirhi0QmLDA2cVSHO,0.411,0.788,8,-10.197,0,0.109,0.0952,0,0.175,0.612,198.435,191960,4
Curtis Mayfield,Superfly: Deluxe 25th Anniversary Edition,Pusherman,7zrPswSV1yxrill5OyCuaU,0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,300693,4
James Brown,The 50th Anniversary Collection,Get Up Offa That Thing,5XeSAezNDk9tuw3viiCbZ3,0.864,0.813,2,-6.909,1,0.361,0.217,0,0.874,0.72,118.006,239733,4
Four Tops,Four Tops Second Album,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6b6IMqP565TbtFFZg9iFf3,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,160280,4
Marlena Shaw,The Spice Of Life,California Soul,0OwvrdjaJOypNsNQHyBWE5,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,177227,4
Aretha Franklin,Lady Soul (With Bonus Selections),(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,165333,3
The Brothers Johnson,Right On Time,Strawberry Letter 23,00kvKlIvfzQLSi6T2zwXuS,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,299067,4
The Spinners,Spinners,I'll Be Around,2vLaES21zwbX1Rnmj56Bbb,0.593,0.791,8,-8.698,0,0.068,0.175,0,0.0976,0.63,112.295,188800,4
Gladys Knight & The Pips,Imagination (Expanded Edition),Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4
The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,O-o-h Child,74JdR9aXE6I74oS1BVRsvb,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160,4
Durand Jones & The Indications,The Way That I Do,The Way That I Do,6Zx618hMvnGqGnQCSLXVbY,0.71,0.537,8,-11.755,1,0.0482,0.244,0.0691,0.0678,0.894,115.046,210329,4
Smokey Robinson,Where There's Smoke...,Cruisin',2gliw3L0oa4w8LqaHploje,0.498,0.63,6,-5.808,0,0.0276,0.416,0,0.238,0.822,169.115,352920,4
James Brown,Black Caesar,The Boss,6LzjgzpVl0hB3YrBU1b8Z1,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,194867,4
Various Artists,"Atlantic 60th: Soul, Sweat And Strut",Respect - 2003 Remaster,5AoTuHE5P5bvC7BBppYnja,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,142187,4
Sam & Dave,"Hold On, I'm Comin'","Hold On, I'm Comin'",6PgVDY8GTkxF3GmhVGPzoB,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155707,4
Dusty Springfield,Dusty In Memphis [Deluxe Edition],Son of a Preacher Man,7odHgoLFi3GQ90E9PeraI3,0.401,0.498,4,-10.682,1,0.0757,0.394,0,0.13,0.816,181.701,149160,4
Sam Cooke,The Man Who Invented Soul,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518,125440,4
Penny & The Quarters,Penny & the Quarters EP,You And Me,39FFlqltctkj6vkIcVgkec,0.578,0.178,5,-7.812,1,0.033,0.946,8.65e-06,0.121,0.256,111.555,160813,4
Kool & The Gang,Wild And Peaceful,Hollywood Swinging,6igsoAR6Co9u7Rq3U7mlOD,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,4
Jon Batiste,WE ARE,FREEDOM,2QOB5UiRKggr2j9uMD3GYK,0.873,0.651,1,-4.179,1,0.0374,0.0251,0.000107,0.213,0.828,115.002,178290,4
Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,171467,4
The Meters,Funkify Your Life: The Meters Anthology,Cissy Strut,7b8s4Z0abQQ4x4jpct4GjR,0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921,185227,4
Stevie Wonder,Innervisions,Higher Ground,0dMd4rilfd6gPbXaLpNYhu,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,222600,4
The Main Squeeze,Sunday Morning,Sunday Morning,5N7s7nhywtONPI5FJhabAP,0.49,0.569,1,-8.401,1,0.246,0.287,0,0.365,0.43,147.369,229600,3
Bobby Womack,Fly Me To The Moon,California Dreamin',6G7MHIvSDR3ehXPkuDFAlM,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,200973,4
Heatwave,Too Hot to Handle (Expanded Edition),Boogie Nights,4NTSDu34al733aIuUWVJHo,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805,303640,4
Ann Peebles,I Can't Stand the Rain,I Can't Stand the Rain,0CcL4kSHKIEwF3IW0BGgb6,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400,4
Jackie Wilson,The Ultimate Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,181067,4
The Dip,The Dip Delivers,Sure Don't Miss You,0lEWIegMNMQ7W1ooB1zWT2,0.667,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.988,174520,4
Cornelius Brothers & Sister Rose,The Story Of Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,2OyaNAq8BcGstyzueloqpE,0.516,0.73,7,-7.136,1,0.0494,0.344,0,0.425,0.907,115.126,198693,4
Durand Jones & The Indications,American Love Call,Don't You Know,0jecTSpHjOy5CyqEdfod5c,0.676,0.657,4,-4.185,0,0.0333,0.64,4.95e-05,0.107,0.727,96.034,200687,4
James Brown & The Famous Flames,I Got You (I Feel Good),I Got You (I Feel Good),5haXbSJqjjM0TCJ5XkfEaC,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,165800,4
Bobby Womack,Midnight Mover: The Bobby Womack Story,Across 110th Street,2zyTP97uGsIc1C4KNNEkyn,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,230507,4
The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912,167933,4
Rufus & Chaka Khan,The Very Best Of Rufus Featuring Chaka Khan,Tell Me Something Good,0AECVMjxepWdsjDb49JFRd,0.724,0.404,1,-9.186,1,0.231,0.657,0,0.116,0.794,73.983,280040,4
Curtis Mayfield,Curtis (Expanded Edition),Move on Up - Extended Version,01gDLZsi0j5fWC28FLPNO8,0.584,0.975,11,-6.534,0,0.0651,0.141,0.501,0.101,0.876,138.341,535333,4
The Isley Brothers,This Old Heart Of Mine,This Old Heart Of Mine (Is Weak For You),5c33j1xFVOL4G24zxYhssB,0.632,0.59,5,-10.206,1,0.0305,0.346,0,0.24,0.953,130.287,172733,4
Charles Bradley,No Time For Dreaming,The World (Is Going Up in Flames),6MQlNH8e6jG0LZg2mocK1R,0.715,0.6,5,-7.728,0,0.0264,0.0714,0.00165,0.0876,0.77,86.998,202492,4
The Temptations,"20th Century Masters: The Millennium Collection: Best Of The Temptations, Vol. 2 - The '70s, '80s, '90s",Papa Was A Rollin' Stone - Single Version,7MiLmLbwNoyf47xQ4TCVYp,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,419640,4
St. Paul & The Broken Bones,Half The City,Call Me,5Z0MrFDEIDB075We9w9276,0.573,0.786,7,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289,171267,4
Etta James,Heart & Soul: A Retrospective,Something's Got A Hold On Me,6EAlFsajDK1PVgfhdJbS5Y,0.471,0.585,1,-6.105,1,0.0822,0.786,0,0.811,0.655,150.719,169747,4
The Isley Brothers,It's Your Thing: The Story Of The Isley Brothers,That Lady - Pt. 1 & 2,5hTyIlRYTc0sNHk5wDk6Xl,0.339,0.809,5,-8.902,0,0.0649,0.159,4.08e-05,0.349,0.922,126.539,334333,4
The Supremes,Where Did Our Love Go,Baby Love,5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,158040,4
Adi Oasis,Lotus Glow,Adonis - Feat. KIRBY,1Q6n0mQqqOCXsUGGKxQmrV,0.491,0.725,6,-4.915,0,0.11,0.0491,1.91e-05,0.176,0.761,168.144,219147,4
Sly & The Family Stone,Stand,Everyday People,4ZVZBc5xvMyV3WzWktn8i7,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,141507,4
Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,173867,3
The Marvelettes,"Forever: The Complete Motown Albums, Volume 1",Please Mr. Postman,5fNDP3NTdE69szQHUl4fFr,0.781,0.837,2,-5.245,1,0.0325,0.711,6.69e-06,0.0565,0.961,120.586,149400,4
Otis Redding,Soul Manifesto: 1964-1970,Hard to Handle,3AW8RH8wosGLxd6ZojTGBe,0.666,0.549,10,-8.672,1,0.0616,0.573,1.84e-06,0.122,0.961,95.552,141000,4
Thee Sacred Souls,Running Away,Running Away,34VDj911PQh8B1BXYoOMLq,0.546,0.646,2,-6.735,1,0.0394,0.309,0.000207,0.274,0.792,139.08,195087,4
Johnny Nash,I Can See Clearly Now,I Can See Clearly Now - Edit,0DcrhZ12WcCqruCs8ibXSf,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself,Express Yourself,4pW3aTX3kAmOaPJfc9UM12,0.789,0.683,8,-8.835,1,0.086,0.48,0,0.35,0.882,92.311,233613,4
The Miracles,The Fabulous Miracles,You've Really Got A Hold On Me,7wLRmjiDYI6flIVzboUqSV,0.68,0.448,0,-8.398,1,0.0302,0.698,0,0.227,0.567,118.461,177707,3
Dobie Gray,Ultimate Collection: Dobie Gray,Drift Away - Single Version,6hJhVBOnkchxBsDHbLOBJP,0.521,0.443,11,-8.188,1,0.0395,0.308,0,0.475,0.596,76.228,237467,4
Four Tops,Essential Collection: Four Tops,Reach Out I'll Be There - Single Version / Mono,0PpamSdfQzIAvj5OB9Bz54,0.62,0.763,3,-4.908,0,0.0311,0.0615,0,0.289,0.718,119.534,182467,4
Brenton Wood,The Very Best Of,The Oogum Boogum Song,7fp41IDi1dqARoX0Nuvz5O,0.885,0.64,7,-5.305,1,0.0431,0.765,0,0.247,0.851,112.658,153413,4
The Staple Singers,The Very Best Of The Staple Singers,I'll Take You There,5YLnfy7R2kueN0BRPkjiEG,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,196827,4
Carla Thomas,Carla,B-A-B-Y,35w6fQ0Wnuv7aIryRx7gTq,0.74,0.301,8,-11.975,1,0.0467,0.428,0,0.0782,0.669,113.61,177000,4
Jean Knight,Mr. Big Stuff,Mr. Big Stuff,2Bls0igCm79XQQ95IoUbhq,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,164560,4
Harold Melvin & The Blue Notes,Wake Up Everybody (feat. Teddy Pendergrass),Wake Up Everybody (feat. Teddy Pendergrass),5kQ2ZEav7TgUoLSLrm7h8S,0.565,0.644,6,-8.116,1,0.0696,0.426,0,0.264,0.633,97.716,452773,4
Leon Bridges,Coming Home (Deluxe),Smooth Sailin',3jpeI1goQHPIwwCMxrLrwx,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,183333,4
The Shirelles,The Shirelles - Their Very Best (Rerecorded Version),Mama Said (Rerecorded Version),5rrXkymfQdhNBgBZ3BUVbB,0.762,0.528,8,-6.789,0,0.0335,0.0573,0,0.281,0.933,140.403,129613,4
Etta James,At Last!,I Just Want To Make Love To You - Single Version,3QnHWkNMY2mpy494Bis0ly,0.642,0.523,3,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,185627,4
The Isley Brothers,It's Your Thing: The Story Of The Isley Brothers,It's Your Thing,2oezpnnea1VXHpJEbqnBhw,0.378,0.682,10,-10.228,1,0.124,0.0777,2.83e-06,0.0573,0.89,185.273,166507,4
Wilson Pickett,The Exciting Wilson Pickett,Land of 1000 Dances,76ICmoJ4PcoMWoooaTxnQs,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,146973,4
