artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Vance Joy,Clarity,Clarity,5c6lM2zjAF6MFoD8C1hiBr,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,227240,4
George Ezra,Gold Rush Kid,Green Green Grass,4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0695,0,0.128,0.8,112.972,167614,4
Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,206071,4
Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,207853,4
Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,228000,4
Tom Grennan,Little Bit of Love (Acoustic),Little Bit of Love,78q4ESvMkPVJzHAV11LAGE,0.689,0.706,1,-4.48,0,0.0312,0.0833,0,0.105,0.623,106.52,226268,4
Alesso,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),5902W4uHWzhtOff1UK7the,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,161267,4
Nelly,Lil Bit,Lil Bit,0NmuYnjETG3u3qx0OmEJev,0.707,0.689,4,-7.097,0,0.0387,0.0255,0,0.383,0.41,119.987,195962,4
John Legend,LEGEND,Wonder Woman,3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0.417,0,0.121,0.336,147.915,168562,4
Kygo,Woke Up in Love,Woke Up in Love,21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0.225,0,0.0927,0.188,106.015,216873,4
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,225789,4
Adele,30,Can I Get It,6w8ZPYdnGajyfPddTWdthN,0.703,0.68,9,-6.118,0,0.0431,0.0171,0,0.178,0.536,97.985,210384,4
Walk off the Earth,My Stupid Heart,My Stupid Heart,3UZDl7g2r84o1b5marUjfK,0.745,0.681,7,-7.91,1,0.0361,0.0696,0,0.164,0.613,115.0,160300,4
Ed Sheeran,Celestial,Celestial,4zrKN5Sv8JS5mqnbVcsul7,0.574,0.852,2,-1.248,1,0.0397,0.0529,0,0.161,0.501,123.038,209027,4
Macklemore,BEN,NO BAD DAYS (feat. Collett),5C8ySsx3AT121g24uYR823,0.769,0.858,8,-6.01,1,0.15,0.117,0.0186,0.157,0.86,160.049,173453,4
P!nk,TRUSTFALL,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,4
Sia,This Is Acting (Deluxe Version),Unstoppable,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
OneRepublic,RUNAWAY,RUNAWAY,07fbDnkKdZGk1gLvknxrns,0.624,0.684,3,-5.507,0,0.0513,0.0336,0,0.0771,0.75,163.033,143265,4
Dan + Shay,Good Things,You,2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0,0.234,0.52,169.885,196253,4
Jason Mraz,I Feel Like Dancing,I Feel Like Dancing,4xYlpJPENfM4DT0rUYFqSP,0.812,0.706,4,-6.054,0,0.0709,0.0412,0,0.107,0.621,112.002,218702,4
Andy Grammer,Joy,Joy,4Hn4zAkBUaNnT8m9p7cYaf,0.675,0.793,2,-6.0,1,0.157,0.108,0,0.103,0.233,111.907,193621,4
Kelly Clarkson,favorite kind of high,favorite kind of high,3lxias37bJGSqIOLkQBJF9,0.747,0.802,11,-5.859,1,0.0346,0.0117,0.0102,0.275,0.552,120.012,175247,4
