artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Dua Lipa,Dance The Night (From Barbie The Album),Dance The Night (From Barbie The Album),1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4
Davido,Timeless,UNAVAILABLE (feat. Musa Keys),2kaH2Z8ezDUKf6fNw250rZ,0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4
Ty Dolla $ign,Motion,Motion,4jeQnCp9IL3pbLPn0UjLmh,0.701,0.853,2,-7.643,1,0.0462,0.0336,0.0,0.115,0.645,115.014,148174,4
Kali Uchis,Por Vida,Melting,2kSb3wYSOV996xA2NSmpck,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,4
Roosevelt,Ordinary Love,Ordinary Love,7Ax5HJX8qYd6HVceODiGHA,0.539,0.859,9,-5.398,0,0.0348,0.0712,0.164,0.217,0.442,106.005,263349,4
Jon Batiste,Be Who You Are (Real Magic),"Be Who You Are (Real Magic) (feat. JID, NewJeans & Camilo)",7fcZk7OXeFWD7DWybltVVf,0.657,0.875,2,-4.206,1,0.089,0.0328,0.0,0.267,0.745,143.884,189714,4
Nicky Youre,Sunroof,Sunroof,4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
Dominic Fike,Ant Pile,Ant Pile,2hR3npB7rQOqRXS4yISzFs,0.804,0.722,0,-4.502,1,0.0526,0.0794,0.000757,0.346,0.92,124.997,128031,4
Thundercat,No More Lies,No More Lies,62tGzw9OJOwDcjPBnMPCuj,0.602,0.835,10,-4.573,0,0.0413,0.0921,6.43e-05,0.138,0.496,97.992,327218,4
Calvin Harris,Funk Wav Bounces Vol.1,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",60APt5N2NRaKWf5xzJdzyC,0.784,0.728,0,-4.549,0,0.0539,0.34,0.0,0.222,0.713,110.165,229160,4
thuy,girls like me don't cry (deluxe),girls like me don't cry,4PzRk0jkD9qRQAHEiXNQAV,0.857,0.557,0,-5.711,0,0.0396,0.4,0.0,0.0932,0.461,109.986,213641,4
The Aces,I've Loved You For So Long,I've Loved You For So Long,0j1AlYnUBAiYOuVBDwCT20,0.589,0.71,6,-6.29,0,0.0372,0.000333,0.0124,0.108,0.308,110.939,176424,4
Ice Cube,The Predator,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4
Remi Wolf,Prescription,Prescription,0ZlTm4xJKaSU98ZLza858W,0.649,0.621,9,-5.818,1,0.034,0.126,0.0267,0.143,0.74,139.988,213238,4
Bee Gees,More Than A Woman (SG's Paradise Edit),More Than A Woman - SG's Paradise Edit,0L3XCv9i9IHs8cJEVhsJ3J,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,357936,4
Sofi Tukker,Jacaré,Jacaré,1WY17VGE4rQjsyWi1Tw3be,0.694,0.84,7,-5.18,0,0.0364,0.00375,0.0163,0.116,0.711,125.063,156621,4
ANOTR,Relax My Eyes,Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,0.747,0.616,3,-9.76,0,0.0324,0.176,0.116,0.143,0.908,131.975,192151,4
Snakehips,never worry,Sometimes… (with Daya & Earthgang),09MduMD14OZjmAxd6u1Qfi,0.67,0.786,4,-5.07,0,0.107,0.039,0.0,0.433,0.578,106.009,222625,4
Marshmello,Fell In Love,Fell In Love,1N8klHEbZ0bFOHnMVs8C9S,0.732,0.464,1,-9.722,1,0.0527,0.0899,3.1e-05,0.0997,0.647,149.954,121284,4
Rita Ora,Praising You (feat. Fatboy Slim),Praising You (feat. Fatboy Slim),6jSvgAwRVrJIP0VYz5L2J8,0.689,0.788,8,-4.978,1,0.084,0.07,0.0,0.246,0.656,122.968,164693,4
Los Aptos,Miel,Miel,6QUXKT69EsdxOKVzz3z8E9,0.587,0.649,5,-7.817,1,0.0416,0.224,0.0,0.116,0.428,86.005,217136,4
Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
Johnny Yukon,Gloria !,Gloria !,4u8O5o5Fnmo0wJLFZW1bxH,0.97,0.547,11,-7.433,0,0.243,0.00794,0.00295,0.0715,0.814,125.066,124918,4
Jungle,Dominoes,Dominoes,5EXtmeRbTiNT8UKfIuMez9,0.689,0.952,2,-5.249,0,0.114,0.113,0.78,0.298,0.415,107.978,177521,4
Lauren Daigle,Lauren Daigle,These Are The Days,3aJs1TqxQh1Y2SNL8Vt1ZA,0.661,0.814,11,-4.521,0,0.0581,0.0507,0.0,0.0831,0.683,109.968,230932,4
Jonas Brothers,Waffle House,Waffle House,5iE3eUH2WGCXcE2xr6DEmU,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,145441,4
Cannons,Loving You,Loving You,5m5THqRa6jHwKYLMWp2DEW,0.708,0.746,3,-6.01,1,0.0565,0.0408,0.00178,0.0815,0.672,111.032,194595,4
Amaarae,Co-Star,Co-Star,2rYu4zr0jXGWAHmNdpQYsl,0.782,0.792,4,-8.511,0,0.0863,0.114,0.00857,0.0962,0.249,130.991,166533,4
Go-Jo,Mrs. Hollywood,Mrs. Hollywood,1K1KcmJgKaeqnsisQnhyE1,0.758,0.655,5,-7.226,1,0.0305,0.143,0.0,0.158,0.972,128.019,143841,4
Freya Ridings,Blood Orange,I Feel Love,33mnKAhmZILoMxxUrkHlcg,0.711,0.81,0,-4.807,1,0.0576,0.229,0.0,0.125,0.451,121.062,193951,4
Rema,Rave & Roses Ultra,Charm,1iBWjQ9af9NnUd5xnQDB3k,0.768,0.663,4,-6.901,0,0.0355,0.581,0.0,0.0974,0.559,96.039,204750,4
Kylie Minogue,Padam Padam,Padam Padam,3k0DJq2HdWJqnqor8NX0ac,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101,166267,4
OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
Macklemore,BEN,NO BAD DAYS (feat. Collett),5C8ySsx3AT121g24uYR823,0.769,0.858,8,-6.01,1,0.15,0.117,0.0186,0.157,0.86,160.049,173453,4
Vacations,Next Exit,Next Exit,0xkSfBYxRMTLgrinRJlzfz,0.456,0.775,2,-7.125,1,0.037,0.000313,0.823,0.674,0.793,80.026,201000,4
Big Freedia,$100 Bill (feat. Ciara),$100 Bill (feat. Ciara),4SqCnKpBBNmGbhDQHV8s1h,0.759,0.769,2,-5.317,1,0.0472,0.00284,5.12e-05,0.323,0.319,102.016,184406,4
Post Malone,Hollywood's Bleeding,Circles,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
Marlena Shaw,The Spice Of Life,California Soul,0OwvrdjaJOypNsNQHyBWE5,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,177227,4
Victoria Monét,Smoke (feat. Lucky Daye),Smoke (feat. Lucky Daye),3unpulZnIiKRZ4MCymHfXx,0.803,0.387,2,-5.839,0,0.0723,0.207,1.98e-06,0.217,0.5,136.038,186157,4
Forrest Frank,DIGGIN U,DIGGIN U,0Ni50H8KZDx9WVaKHId38j,0.676,0.868,9,-3.575,1,0.138,0.219,1.35e-05,0.377,0.701,149.841,147008,4
Diplo,"Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)","Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)",0poKbTUdYz7lXFd15XuHiC,0.687,0.872,11,-4.415,0,0.0416,0.00285,0.0256,0.156,0.768,118.057,202391,4
De La Soul,Eye Know,Eye Know,4sDXEltU35xgga78VFvmJe,0.837,0.809,1,-7.991,1,0.0508,0.175,2.77e-06,0.0784,0.851,109.312,253040,4
Miguel,All I Want Is You,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4
Mae Stephens,If We Ever Broke Up,If We Ever Broke Up,6maTPqynTmrkWIralgGaoP,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759,4
Gorillaz,Cracker Island,Tormenta (feat. Bad Bunny),38UYeBLfvpnDSG9GznZdnL,0.637,0.768,0,-6.468,1,0.056,0.458,0.00192,0.378,0.297,94.982,193464,4
Rex Orange County,AMAZING,AMAZING,6FtIK0IkmG33lKbc1pyAlZ,0.719,0.461,8,-8.191,1,0.0454,0.279,0.0,0.0875,0.548,123.915,209200,4
Nicky Youre,Eyes On You,Eyes On You,6qItx3M2IZbXBKRnptbnHM,0.729,0.786,10,-4.357,1,0.0389,0.117,0.0,0.265,0.729,131.906,177372,4
Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
SG Lewis,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),3e4QIt4wVVqsCqMqKxOrZd,0.539,0.835,10,-4.118,0,0.259,0.00263,0.0,0.344,0.771,98.898,227436,4
Marshmello,El Merengue,El Merengue,51FvjPEGKq2zByeeEQ43V9,0.775,0.677,8,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,189357,4
Lizzo,Special (feat. SZA),Special (feat. SZA),0rc1HCVoReqzzXF9jssqZk,0.464,0.724,7,-5.019,1,0.0705,0.0188,0.0,0.679,0.303,82.526,174749,4
Niall Horan,Heaven,Heaven,1yHVHoz6Ny29gbbWJYVnFt,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,186043,4
Latto,Big Energy (feat. DJ Khaled) [Remix],Big Energy (feat. DJ Khaled) - Remix,4nmD4awtUUCC4AGETpUiuP,0.867,0.771,11,-3.688,0,0.0939,0.0385,0.0,0.133,0.715,106.021,181666,4
RAYE,My 21st Century Blues,Worth It.,7JgNAnCjJvL8hBR1kmCOFF,0.736,0.483,8,-7.85,1,0.0682,0.505,1.39e-05,0.351,0.606,109.932,246813,4
Sabrina Carpenter,emails i can't send,Nonsense,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4
Ayra Starr,Rush,Rush,1rrqJ9QkOBYJlsZgqqwxgB,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,185093,4
Stephen Dawes,Teenage Dream,Teenage Dream,3Y2MvObZdPakD1X71KOxCD,0.615,0.361,10,-9.57,1,0.028,0.38,0.0,0.0844,0.244,111.991,177857,4
AJR,OK ORCHESTRA,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv,0.68,0.696,5,-6.977,1,0.051,0.116,0.0,0.607,0.684,115.962,180743,4
Hailee Steinfeld,Coast,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
Christian French,Meet Me At Our Spot,Meet Me At Our Spot,36d4GIYKnTr37URimc6FSP,0.6,0.667,5,-6.452,1,0.0319,0.227,0.00067,0.148,0.722,77.983,137509,4
John Legend,LEGEND,Wonder Woman,3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0.417,0.0,0.121,0.336,147.915,168562,4
Tyga,Sunshine,Sunshine,54NBD72JXFXzrodbQBSzWh,0.746,0.647,7,-6.673,1,0.106,0.0267,0.0,0.052,0.393,97.989,188964,4
Tai Verdes,sheluvme,sheluvme,64Ds8EuwkeGSOeXDzXLRZz,0.543,0.677,8,-5.203,1,0.284,0.514,1.19e-05,0.239,0.712,82.36,150840,4
AnnenMayKantereit,Tom's Diner,Tom's Diner,0oA9wBGDY4uyILLg4GymWP,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,269333,4
JVKE,this is what ____ feels like (Vol. 1-4),this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,0.422,0.44,11,-5.53,1,0.0544,0.617,0.0,0.0837,0.332,128.934,120308,5
Surfaces,Pacifico,Come With Me,16frIpnyUb9poRwQxQTmaC,0.876,0.565,11,-6.569,0,0.0333,0.16,0.0284,0.114,0.931,111.936,209732,4
bbno$,edamame (feat. Rich Brian),edamame (feat. Rich Brian),1uMHCAyGmHqyygoNRuo7MV,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,4
Breakbot,By Your Side,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4
