artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
vaultboy,everything sucks,everything sucks,3z06k8YF9CqX0CGFrlekOK,0.76,0.371,6,-8.964,1,0.0531,0.00772,0.0,0.0785,0.653,138.023,115402,4
Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4
Carly Rae Jepsen,The Loneliest Time,The Loneliest Time (feat. Rufus Wainwright),6c6vULMrRuN4NECs2iB1xe,0.707,0.562,2,-6.202,1,0.0567,0.105,0.0,0.0999,0.525,122.993,274507,4
Reneé Rapp,Everything To Everyone,Too Well,6Szgu8v7CAapag3XuuJX0b,0.668,0.618,10,-4.639,1,0.0607,0.125,0.0,0.112,0.389,120.951,156632,4
Halsey,So Good,So Good,6kxaaIeowajN7w21PfMLbu,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,176059,4
Rosa Linn,SNAP,SNAP,76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
Taylor Swift,Lover,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4
Dua Lipa,Be the One,Be the One,1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,202915,4
Mitski,Love Me More,Love Me More,2OnrjKShafw7qtoyLkKNR2,0.55,0.707,1,-6.222,0,0.0323,0.323,2.56e-06,0.098,0.487,136.318,212661,4
PNAU,The Hard Way,The Hard Way,7j57nadsCph2KI9eYuaum8,0.691,0.906,0,-4.458,1,0.171,0.072,0.0,0.299,0.657,119.978,183926,4
Sabrina Carpenter,Fast Times,Fast Times,0oN3KzKOxYtyIuNiobf8Q4,0.721,0.666,1,-4.699,0,0.0408,0.0687,0.0,0.045,0.739,132.465,174540,4
Tove Lo,"How Long (From ""Euphoria"" An HBO Original Series)","How Long - From""Euphoria"" An HBO Original Series",05eZlxyjbkHMPCnunUasCS,0.668,0.687,7,-7.129,0,0.058,0.0157,0.000822,0.149,0.468,97.025,199314,4
Tate McRae,rubberband,rubberband,05ABOPiW13nqIedJfqmfPM,0.64,0.593,10,-6.068,1,0.0431,0.32,0.0,0.104,0.432,155.08,147713,4
Kim Petras,Can't Do Better,Can't Do Better,7t9gDWqX10tbhtriPR1Cnd,0.473,0.655,7,-5.144,1,0.0373,0.069,1.12e-06,0.144,0.295,131.975,188616,4
Taylor Swift,1989,All You Had To Do Was Stay,0dAb8TY433dl3ZfXYCLE19,0.602,0.736,5,-5.778,1,0.0338,0.00196,4.57e-05,0.105,0.471,96.969,193293,4
PNAU,You Know What I Need,You Know What I Need,5PQFmB2xhRkJTUWDKccBoP,0.768,0.896,6,-3.501,0,0.0969,0.0152,0.0,0.0412,0.829,109.959,170000,4
Griff,Black Hole,Black Hole,6xw8ld1ztoCKifwTN6uGDq,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069,200524,4
Sabrina Carpenter,Vicious,Vicious,77Gyctcku69jSlSSYhZEkh,0.721,0.457,0,-6.916,1,0.159,0.308,0.0,0.258,0.63,129.98,149891,4
Tori Kelly,missin u,missin u,4TQCxVR2rmR3ozusDumesX,0.628,0.514,5,-6.277,1,0.0322,0.0703,6.18e-06,0.108,0.325,81.46,177524,4
220 KID,Stupid Feelings,Stupid Feelings,7iUB3byx9Rcks8zW10JVkP,0.715,0.778,6,-6.546,0,0.0365,0.0152,0.0,0.121,0.756,123.954,166925,4
MICHELLE,EXPIRATION DATE,EXPIRATION DATE,6BMAOOrAC6LxdYjVbkk7h9,0.831,0.593,0,-5.371,0,0.0417,0.163,0.122,0.144,0.619,96.988,161472,4
sundial,24,24,5nsMKSAJwcr1pA9I6PW429,0.839,0.525,2,-4.873,1,0.131,0.0303,0.0,0.302,0.831,135.996,133897,4
Alessia Cara,In The Meantime,You Let Me Down,5vItiIbaaoTxihU8uAlRbq,0.628,0.524,1,-7.668,1,0.0347,0.103,0.00387,0.111,0.373,118.044,193728,4
Sam Fischer,Hopeless Romantic,Hopeless Romantic,22VPpAWB7qzV8L9rgza11j,0.654,0.636,8,-6.913,1,0.0391,0.117,0.00179,0.0919,0.392,113.994,181178,4
Dean Lewis,Looks Like Me,Looks Like Me,6o8tRLnKNSVoBHCTfiFdBA,0.769,0.724,11,-5.12,1,0.0864,0.548,0.0,0.161,0.464,110.659,190528,5
Frawley,"If I Don't Laugh, I'll Cry","If I Don't Laugh, I'll Cry",7a4YwlUER1m7rkWJjYJRAD,0.674,0.595,4,-5.18,1,0.0365,0.358,0.0,0.146,0.207,81.045,198010,4
FLETCHER,Healing,Healing,2jgq1RlYLt4FZldm4KAfj2,0.572,0.621,2,-7.298,1,0.0336,0.543,2.19e-06,0.124,0.35,159.989,187544,4
Kacey Musgraves,Golden Hour,Happy & Sad,04MoJkJzCoU9ukeewv5Vzu,0.642,0.657,10,-5.246,1,0.0333,0.249,0.0,0.111,0.658,90.0,243187,4
SG Lewis,times,Heartbreak On The Dancefloor (feat. Frances),7LgOkzv8NTDeInrCLJnNru,0.699,0.748,2,-5.706,1,0.107,0.0999,0.0,0.0616,0.86,101.019,195853,4
Alexander Stewart,echo,echo,4rdIhBrlaAOPnlTlugZBgz,0.631,0.503,5,-7.451,0,0.0371,0.404,0.0,0.116,0.514,127.926,198750,4
Julia Michaels,Sorry To Me Too,Sorry To Me Too,4SDccIA3pVkjaZsivDPaV5,0.682,0.642,11,-6.765,0,0.0825,0.391,0.000271,0.107,0.387,148.127,209596,4
Robyn,Body Talk,Call Your Girlfriend,2sCoROOlNQyFpRQEe6A5lv,0.599,0.887,8,-2.377,1,0.11,0.00101,0.0545,0.0716,0.461,125.097,227347,4
Snakehips,Who's Gonna Love You Tonight (with Tinashe),Who's Gonna Love You Tonight (with Tinashe),0HPJa3SJksQakwtOrJT7pj,0.519,0.746,5,-5.217,1,0.0505,0.386,0.0,0.117,0.527,90.999,196535,4
Gracie Abrams,This Is What It Feels Like,The Bottom,4Sk74gcXTe9dnE1HU5Pn1y,0.722,0.596,5,-5.072,1,0.185,0.414,9.2e-06,0.133,0.903,94.512,180489,3
Sabrina Carpenter,emails i can't send,Tornado Warnings,5kcuHw8WtxauIWI5crMcLM,0.7,0.571,3,-7.713,1,0.0591,0.171,0.0,0.0938,0.579,115.036,204180,4
Maisie Peters,You Signed Up For This,Psycho,2Gs2mHNQF2Lt7a9iIarcji,0.562,0.765,3,-2.967,1,0.21,0.613,0.0,0.0774,0.707,118.879,184640,4
Charlotte Lawrence,Why Do You Love Me,Why Do You Love Me,2y8iBf0QRqCKFtePi9Rl2H,0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,0.732,120.013,171908,4
Hailee Steinfeld,Half Written Story,I Love You's,60todhJq1ScRkVxFvXTuZF,0.681,0.783,8,-4.997,1,0.18,0.0262,0.0,0.206,0.323,106.901,216084,4
blackbear,everything means nothing,I feel 2 much,6p19vVjC4Lge9VANZlG8gi,0.612,0.544,9,-7.279,1,0.0666,0.408,0.0,0.0998,0.694,86.046,240038,4
ABBA,Voulez-Vous,If It Wasn't For The Nights,3R47KOuGuGvmoeQqbODPa3,0.7,0.88,9,-4.692,1,0.0389,0.29,0.00186,0.209,0.872,105.65,309320,4
Kacey Musgraves,star-crossed,simple times,1lNEXDlxVhsWaq2DLBUDgC,0.654,0.713,1,-6.484,0,0.0846,0.628,0.0,0.0837,0.694,80.043,167120,4
Madison Beer,Life Support,Blue,4a1RWaG4BTkifgMSx3rpf3,0.64,0.501,7,-7.86,1,0.0624,0.15,0.0,0.16,0.346,114.031,229882,4
Carly Rae Jepsen,The Loneliest Time,Talking to Yourself,7I7Dk8FOkZqhqZp9N2RKiP,0.743,0.811,7,-5.518,0,0.0467,0.0175,0.000449,0.0719,0.847,124.056,173200,4
LANY,gg bb xx (deluxe),"the older you get, the less you cry",280MV4FuB5uusjx8wj1dpt,0.547,0.703,1,-6.287,1,0.0278,0.0776,1.81e-06,0.1,0.385,75.009,202202,4
