artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sam Tompkins,Lose It All,Lose It All,1mBtrVS6hLeqcVecvpAqBJ,0.45,0.33,11,-8.481,1,0.0295,0.901,0.0042,0.108,0.174,86.788,205493,3
Anson Seabra,Peter Pan Was Right,Peter Pan Was Right,2At18rPHOuTEjGEppwGV0A,0.661,0.517,5,-7.74,1,0.0406,0.223,0.0,0.116,0.241,84.014,192498,4
Jessica Baio,trust issues,trust issues,5jQVx40dbpDsstcwlhpk9u,0.587,0.453,9,-9.357,1,0.129,0.356,0.00205,0.0812,0.352,161.146,134263,4
Labrinth,Never Felt So Alone,Never Felt So Alone,2NbsBSshscKIPRG3kwBbfo,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,160166,3
Taylor Swift,folklore,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
Dermot Kennedy,Something to Someone,Something to Someone - Piano,5LMMHLhxyicdWm3uEdbNrV,0.416,0.436,0,-5.878,1,0.035,0.554,0.0,0.075,0.179,99.41,183789,3
Ed Sheeran,Visiting Hours,Visiting Hours,44V6EzbUSYgyfsNiP0FrlA,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
Coldplay,Parachutes,Sparks,7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3
Holly Humberstone,London Is Lonely,London Is Lonely,5dXiKFepHXZktud7z5635H,0.482,0.43,10,-7.224,1,0.0481,0.763,2.79e-06,0.344,0.113,143.23,234760,4
Harry Styles,Harry's House,Matilda,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964,4
Jamie Grey,Songs They Told Me Weren't Singles - Part 1,Shouldn't Be Thinking About You,3Inj1eHMvEhwUFej1LYR0d,0.708,0.298,6,-8.704,1,0.0483,0.887,0.0,0.101,0.399,86.838,171724,4
Sigrid,Bad Life (acoustic),Bad Life - acoustic,5DwJKJ3Gg5UlzsTMpYXkwT,0.542,0.358,4,-8.641,1,0.0544,0.612,0.0,0.369,0.434,189.826,220240,4
Tate McRae,she's all i wanna be (Acoustic),she's all i wanna be - Acoustic,3iJVCCW5equhyyZcxrMABz,0.537,0.17,6,-12.391,1,0.0673,0.869,0.0,0.0976,0.185,137.613,198706,4
Benson Boone,GHOST TOWN,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,3
Haley Joelle,Two Places at Once (Part I),Two Places at Once,0l8p1TkaVgcwIUS0xwm6Y5,0.497,0.278,2,-9.959,1,0.0464,0.792,0.0,0.308,0.237,104.84,199395,5
Katie Gregson-MacLeod,complex (demo),complex (demo),1ovZe7upcqycTuPFfOg6kB,0.384,0.167,0,-9.92,1,0.0375,0.924,0.0,0.118,0.258,95.102,256108,4
Omar Apollo,Ivory,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,216680,3
Noah Cyrus,THE END OF EVERYTHING,Lonely,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,144377,4
Bellah Mae,Boyfriend Of The Year (Sadder),Boyfriend Of The Year (Sadder),07vp6uxlDyqDPhjLWhFbSI,0.485,0.396,1,-6.855,1,0.0594,0.738,0.0,0.0801,0.42,94.668,201290,5
Jessie Murph,drowning,Pray,7MOCaEUbfGyq1K96umNVwJ,0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,146267,4
Cian Ducrot,All For You,All For You,29Co9NKhOM5R9vWCrpkPPK,0.551,0.268,2,-9.954,1,0.0427,0.805,0.0,0.0977,0.335,77.079,219381,3
Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,175345,4
Bradley Marshall,Hurts The Most,Hurts The Most,6oVfnKLydVrZIbSdsgoGd0,0.443,0.409,11,-9.006,1,0.0335,0.603,0.0,0.107,0.592,84.388,202643,4
Adele,25,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,285935,4
David Kushner,Miserable Man,Miserable Man,6gPPoRYJwCsoB2VVdPJfmo,0.632,0.349,10,-10.289,1,0.0346,0.926,7.5e-05,0.294,0.307,109.981,232992,4
charli d'amelio,if you ask me to,if you ask me to,63XZMpI9z3Grrd5YH5sl5L,0.5,0.375,0,-13.723,1,0.062,0.588,0.0147,0.115,0.17,129.388,192000,4
Lauren Spencer Smith,Flowers,Flowers,6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,157373,4
Shawn Mendes,It'll Be Okay,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4
Lexi Jayde,closer to closure,drunk text me,5gukv8x9eP58gFy2OcZEBQ,0.534,0.493,0,-6.818,1,0.0316,0.286,0.0,0.0889,0.232,79.97,213133,4
Sadie Jean,WYD Now?,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,144667,4
Jamie Miller,Broken Memories,I Lost Myself In Loving You,3PhzwF9SOkkMIoUSIxFtwo,0.456,0.615,1,-5.454,1,0.0529,0.614,0.0,0.0908,0.416,78.461,201307,4
Billie Eilish,Guitar Songs,TV,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,281381,4
Harry Styles,Fine Line,Falling,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
Olivia Dean,The Hardest Part (Acoustic),The Hardest Part - Acoustic,0rYhl022XHl0RPay00dGdh,0.512,0.204,5,-8.376,1,0.036,0.942,0.0,0.106,0.296,129.947,175987,3
Ruth B.,Safe Haven,If By Chance,21dpBHPTV7ythCHBI6Slcw,0.405,0.279,10,-8.099,1,0.0334,0.881,0.0,0.0933,0.256,119.85,303653,4
Ashley Singh,Keep Me (Acoustic),Keep Me - Acoustic,1ayOMuDEULRqZ4QYVwSNV7,0.785,0.318,7,-7.794,0,0.0316,0.866,0.0,0.115,0.424,120.117,163000,4
Anson Seabra,Songs I Wrote in My Bedroom,Trying My Best,6hjh2phISvfR1Ib6S0FK7b,0.691,0.0682,5,-18.186,1,0.0645,0.951,0.0,0.0916,0.352,76.94,222468,4
Griff,Black Hole (Acoustic Version),Black Hole - Acoustic Version,1cpVLszZnKUHUjsJDTEi3D,0.824,0.3,1,-6.678,0,0.0565,0.854,0.0,0.174,0.227,112.867,175980,4
Sarah Cothran,As the World Caves In,As the World Caves In,2xXNLutYAOELYVObYb1C1S,0.422,0.25,0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,161613,4
Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4
